review,rating
i think its doing ok i just hope it puts the os files and folders in the right 0lace and turns on anything ive mistakenly take off or disabled,3
verry good for my work,5
having issues since 2days no media files image are downloading plz fix it i switchwd to multiple devices but same problem happened,3
the app itself is very good and i cant say if some other app can beat this as a social media or communitcation app but your user acccount mamangement is very bad by time i mean i have created nearly 5 accounts by managing some phone numbers somehow but they got disbaled and always shows screen something is going on here i joined a server and tried to dm a user it immediately locked what u guys did to discord instead of improving it causing problems to many real users,1
finallay i registered with after many attempts now the problem is voice call quality the issue is coming after few seconds of connecting a call we both caller and listner facing voice issue on a 4g network too,3
amazing app love so much,5
this apps is an a perfect,5
wouldve given it 5 stars but they have a habit of not adding the money youve won in your account do that quicker next time,3
the worst app now a days because it is now deducting gst also if i want to recharge of rs 239 i have to give 3 rs gst and then i have to pay 242rs including gst absolutely disguating and now im deleting this phone pe app,1
some time he is no working properly so kindly update your app other wise i will logout,2
this app is really amazing its really helps in doing assignments and other things thats why i gave it a 4 star rating but i really wish that there would be platform in which people could listen to music and so much more,4
i think that this a best ai app that i ever sence so gave it a 4 stars because i need a more clean ui for this and add the ai generated video and add the text to speech when i type anything the chatgpt only shows the text please add speech also,4
its been 6 months every time i pay the electricity bill and download bill receipt it doesnt get download its always show try after some time,3
well im going to give this a 3 star after uninstalling this app and having to reinstalling it big pain after a recent update this thing wasnt allowing me to respond to my sister it kept showing on the bottom of messenger posts to me this person is unavailable on messenger i could see her messages but couldnt respond back after seeing someone else having the same problem starting the same day as mine my sister suggested that i uninstall the app and start it up again finally it works,3
i dont know more about this app,2
nice but slow youre going to need some horsepower under the hood for this one microsoft made this pretty clunky,4
very well nice app and useful app developers please update more facilities and services for users,5
your installer is full of bugs,3
looks like a good app but for some reason on my tablet it crashes and closes when i click to view the sd card external storage,3
so far it looks pretty good and similar to whatsapp it would be better if it had screen share facilities still have to use messenger to obtain screen share function need something all in one,3
good but not awesome there should be an option to find direct from image like google lens bing copilot geminiai it is very difficult to type from image and search,4
insane app i have ever used mindblowing results in a seconds just want to say wow,5
pathetic just bought the pro version to find out that copying files keep stopping midway,2
hello kmplayer developers i am eldho and i have a problem in kmplayer i like kmplayer earlier but today i found it using playing url there is no options like earlier kmplayer and there is only speed change and small options but i need to use a screenshot for video to play youtube on kmplayer and i like those option so kmplayer developers i am begging to bring back the options to playing url for kmplayer thanks,3
its a great app you have to try it but sometimes it cant gives you accurate answer of math problem sum if it not understood other wise it best,4
would it be any chance to give special offer on chatgpt plus subscription for those which are student for ex iam currently student in turkey and the price which offer to me is more than 20 usd per month,4
good app cant access some internal data files but a very good file manager,4
sir now new update required now wesites are tracking from last 10 days other i notice this,2
this app does not work work even after add tracking my money is in hold for more than 7 days customer service is also not helping,2
this problem is still not addressed app refuses to connect to other devices now showing an ssl certificate error,1
great ai lyk itbut shd develop image alogarithms,3
its a nice app it gives nice adviceson what we want i liked app very much and it do not contain any of the ads also it is much more helpful for people as putting some attitude caption on instagram nd so on,5
i have been using chatgpt since it launched and its incredible,5
im amazed at how fast and intelligent the responses are crazy scary,5
it was a great app for connecting me to us numbers for free from india i was able to maoe free calls to any mobile or landline in the us from skype but lately its been asking me for skype credits doesnt it have free calling feature to anywhere in the us,3
could you please make the contact list disappear its annoying even when the number is deleted their number are still there,1
i like opera mini and use it as my main browser but i really need complete dark mode and a vpn mode like other opera have i hope u will notice it and make some progress on it,3
thats a very good app i have never seen in my life,5
the desktop version is great android version not so my main problem is with some websites not been able to read the text cause its washed out by the background colour ive changed around with light dark mode doesnt work these websites work with chrome though in dark mode,3
it is paid no fear trail,1
this app is 99 helpful you can ask about anything and it always has the answer to every question honestly speaking its even better than google,5
i wish this app had different notification sounds something less school girl and more smart business casual also the emojis seem a bit contrived,3
now and again an update will break chromes ability to run in the background i require it for my call software web page to stay loaded whilst in work,3
best thing ever its getting easier to use and extremely helpful in every day tasks,5
best useful application for student,5
so so helpful its like a friend you never asked for but you need,5
i just download this app as im a new user and about to join some open chats but it keeps on saying that you are not allowed to join open chats in accordance with our user protection policy i really dont know what to do i didnt even do anything and cant even message my friends also please fix this,1
it was working well until it wasnt everytime i try to open it gives me the app keeps stopping error and ive tried clearing cacheall data reinstalling same results,3
it works great i am getting many benefit form it thanks for this kind of good service,5
very nice and very helpful for me,5
a good ai app but if it can use photos from google too it will be better than google,4
app is slow when opening chat,2
prepaid mobile recharge cannot be done with this apppp my vodafone and jio numbers operator name it shows as oparator as bsnl pl rectify it and help us to use this app thanks,3
throughout my journey with chatgpt ai i have encountered an incredible and brilliant companion chatgpt has been my guiding light effortlessly aiding me in various learning endeavors from expanding my knowledge on diverse topics to refining my writing skills chatgpt has been a constant source of inspiration and support interacting with chatgpt has been an aweinspiring experience it has acted as a knowledge repository providing me with invaluable information at my fingertips its ability,5
finally something smart to chat with,5
exceptionally useful app i cant seem to do a day without,5
really seamless experience better than web versionalso easy to work with app,5
the 2x speed doesnt work other than that its great will be willing to give 5 stars if that can be fixed,1
thanks a lot for making this app,5
it is a really nice app l like chatgpt,5
app is good but cast feature is inconsistent only one time able to cast but next time it wont show need to clear data after casting option is showing,3
new user i like the site so far will keep you updated,3
making fun of hindu religion,1
bias and limited most topics it is a good exercise of thought but if you truly want to stretch your brain its lacking,3
this a very interesting app it is very helpful for student and any kind of people,5
its slow on websites and the adblockerauto cookie accept doesnt work,3
good app but very ways to be excellent app for example detect external subtitle and external audio on smblan network folder in network,4
no imagine processing but everything else is great,3
very worst commands not clear solwing the action,1
well organised great work very useful to clear up space,4
great app simply the best,4
this is awesome app accepting payment from customer is easy and fast but changing the current bank account to another bank account is different,4
thanks for this ultimate modern tool,5
while copying or extracting files it takes to root directory which is very annoying please fix it most of the time i wanted to extract or paste inside the same directory,2
already got one in system unable to uninstall no use to me is this one or already had is a spyware,1
everything is pretty smooth and i love using the app just one suggestion there should be option to put password on telegram web all my chats are easily accessible to anybody who is using my systems browser even for just a mintue,4
ill give the app five stars if it let me play my video with vlc,4
it would be good to have search widgets to quickly jump into app and some notification buttons to quickly access what we want otherwise how different it is to use chat gpt from browser to appsotherwise this app is overall a step towards good direction,4
its worse worse worse bing ai copilot is best this is worst,1
it needs to expand its limits,3
i tried to log in into the app but i tried continuously 20 times and the login in goes infinity fix this problem,1
this is the best app ever i call it max and it responds easily it helps my kids with their homework and it gives me marvelous ideas,5
at the time of upi trf it shows in correct upi pin always i had to change it 4 time in 3 months it is one issue,3
it is so so so so so so so so so so gooooood app that helps us in every every things,5
keeps crashing its became irritating now,2
too technofascist for my taste way too much silicon valley mindthink meddling hard pass any dev brave enough to release an actually free ai too scary for yall,1
an app every time there is an update they make sure its even even more complex first it was airtel one now its airtel black still i keep getting individual bills,3
good app but it need more improvement and required adding a new features,5
chatgpt plus is too costly,1
it was awesome amazing creative accurate but since that 35 came it became stupid and inaccurate and does silly mistakes like a 5 yr old kid every time it cant remember even the last command and all it does is apologise bring me my chat gpt 3 back,1
good app but chat ignore was far much better than restrict can you please give the option to select multiple messages at a time for deletion and ignore different chats and in one on one chat last seen is always visible we cant restrict all the chats to hide our last seen,4
amazing mind blowing app but too bad it cant flash theater mode in some websites but its ok,5
the old version was better than the new one more problems with the new version please provide good service the new phone transfers quickly and the old phone slowly i did not get such service from google the chinese app was better than this,2
allow me to do the honors and provide the first review for the mobile app without a doubt the application is truly remarkable the signin process was a breeze and the user interface exudes a clean and sleek design the best part i no longer need to reach for my laptop to access chatgpt its right there in my pocket this app offers a straightforward solution that i genuinely appreciate its userfriendly and efficient allowing for seamless interactions with chatgpt on the go,5
its awesome even the talking feature its brilliant and sounds so real,5
it helps me with my school work,5
gives you the exact expectation,5
last problem solved but one new problem im facing some time after three or four transactions it shows me limit exceed and some time i can use 810 transaction in a day can u fix the bug,2
please update the app i dont like new tab options when i click tab all tab display with thumbnail of website but new tab display like only history with website txt only please downgrade or update to old chrome thank you,3
pathetic file manager did not expect such a substandard product from google unable to copy and paste files where you need them unable to copy folders or files to home screen,1
still no available where i live,2
its last update is somewhere is 2021 so this ai cant help us in new news knowledge and many more please update its program,1
noreplay shut up u say that for all ur revision,4
literally this app is like god for me love this app respect founder,5
in a month only some time its working like only 10 days i dont know where is a glitch is always showing there is technical issues,2
paytm is a good app money is sent immediately and it is also received by the front and it also has its benefits,4
its worked great its give important information about any topic but it should improve their other language ability like bangla,4
it is very helpful but some times it doesnt work so fix this,5
it doesnt have any option to add od overdraft account nor it is able to search functional od accounts app works great for savings accounts but doesnt work with od and virtual accounts some useful features developers can focus on are adding functionality to link debit cards od overdraft accounts virtual accounts additional option to add bank account can be verified by creditdebit test amount of re 1 like paypal hope these features will be added soon,3
eta whatever broke appears to have been fixed so now theres just occasional hiccups gifs not loading etc updated to 4 stars i dont know what broke but ever since the last update two days ago i can no longer load or send any sms messages or contacts im not experiencing the same bubble issues as others only the sms appears to be broken hella frustrating,4
the app is great for texting and stuff the emojis lit but the call and video call is trash so please upgrade,3
pathetic when a dialog appears saying that to download microsoft in tune for organization login i declined to login to my organization account post that im not able to use edge as the dialog box is open and unable to close the dialog only solution is to uninstall the edge app,1
it worked fine for this whole year and now i cant buy stickers anymore since it needs me to do user identification even tho i dont have a korean number nor do i live in korea i contacted kkts customer service on friday which i understand that its been during the weekend that i messaged them so im trying to patiently wait for their reply lol im just really sad bc i wanted to download a sticker pack but cant since it thinks i have a korean number for some reason,3
i cant login since the last update the app just dumps me back to the home screen when going through the entire login process,3
its very bad and denjrous for humans,1
great appbut need some improvement,4
its a good tool to have,4
bad app hd videos 72010802k4k not support,1
even after purchasing premium i am seeking google ads what kind of premium is it and while playing video on extension modeeaac video lose quality so many controls makes the user experience worst please refund my money,1
this app has a lot of updates but none of them fixed any of the issues ive had w it over the last two years constantly tells me people are onoff line innaccurately sometimes ill get notifications for messages late despite everything that works i have updated this app too many times to keep having the same problems w it idk why fb just had me update it so i can have a feature that allows me to send money to a friend but this app still doesnt know if my friend got my messages,2
this refuse to work on my device,1
one of the best apps to have on your phone,5
its a good app and those people saying there so much of ad and irrigateing i was to say something to them that they can take membership and dont say to the app ad and bla bla again saying this is very good app,5
perfect app for human understanding,5
unable to pit referral codr,2
i think the app is pretty goodbut it uses way too much data asking just one question,4
its the best ai ive ever seen but its still needs a little update,5
this is a good gpt,3
when changing the tabs the screen flick can you guys fix that,3
signal is very good its not yet a good as whatsapp but brilliant as a secure alternative,4
pretty good but very corporate and safe cant do much outside the box,4
quiz bots result is not show plez solve this problem,4
chatgpt has turned our world upside down,5
the original gangster and still the best its my bff on the internet,5
the app is very easy to use and is much better than other apps after update it started showing ads while exiting the application and sometimes it shows very bad sexually ads which is very irritating because of the irritation i gave 1 star i request you to please stop showing ad while exiting it is affecting the use of the application,1
its just awful limited messages but having to have the plus for more messaging overall these several things just make this app horrible,1
revolutionary app still exploring what it can do and finding new uses four stars is because of a glitch regarding images ive asked the app to edit an image and instead of returning an image it gives me the html code for the image im sure that will be fixed soon with an update,4
improve kannada language and add image feature,5
had paid the electricity bill to 8th date of 2520 after doing the error was coming tried again then the error came but the money was deducted from the account 2 times 1 was successful the second did not happen that money is still my i did not come to the account you are not getting the call in customer care since 3 days return my money otherwise i will complain to you,1
some glitch in opera mini like when you go to any websit opera mini cant open and also many time downloading go of automatic and when you try to restart than download dusent start please fix this problem i wast my 10gb because of downloading was stop anytime,2
so far i havent been able to do anything special with it it cant open my mail it cant make a phone call the answers it gives are very short it doesnt delve into the details of what you asked,3
hi im facing an issue of messages not being delivered to my contacts in the chat box ever since the last update would appreciate your help for the moment im using other platforms to communicate,3
damn its one of the most underrated apps its the only video player that supports zoom function where you can physically move the video up down left right whatever angle you like most other apps simply zoom into the centre only with school videos you need to sometimes zoom in at specific angles to read the notes ps could you also add a sharpening feature to the app so that zoomed video can be read better ps2 also add a donate button in there somewhere man cheers and thanks,5
answers questions in a logical and simple way,5
older version was much much better,4
my chat bot is having issues,3
very good easy n safe app but require the option of selecting and deleting any particular msg for one self n for everyone like selective deleting of msgs like in whats up delete for me delete for everyone,4
it is good for me and i can improve my english with you,4
i want to edit and resubmit my questions i also want to regenerate responses i basically want feature parity with the browser version,3
mainly best for doing assignments,4
although theres no diagram but its wonderful,4
good app but sometimes it starts giving the wrong answer continuously,4
revised on 3182022 extremely disappointed to down right aggravated adults do not need their choices made for them ddg following the path of google censorship was the single reason for choosing this app many more search engines out there to use bye yall,1
i have been a fan of firefox family from the start itself when i came to know about it great work youre doing especially from privacy point of view but some issues like trying to open a page it gets automatically directed through chrome browsernot able to update it gets repeated but not completed,3
i like using this web browser its fast and easy to use because its just in your pocket but i have a complaint about it thats been happening to me multiple times it keeps crashing over and over fo no reason its like its fast but slow and immediately crashes not sure whats going on but if youd fix this id give it a 4 or 5 star rating overall though good app to use,3
hi team openai i really feel the absence of that copy button of any code text provided by gpt will you please consider to add that button i know their is the way to copy by long press and then select the text to copy but that directe copy button of code snippets will be more useful and userfriendly,3
dear airtel you seriously need to work on your app this app can be a lotlot better it has become a bit better than before but still its really slow man,3
never seen better video player than mx player only high quality videos are little bit slowly playing and also app doesnt support some special dedicated vedio slot web site as vidmate and playit does also some online features for online vedios with free complete download to be provided not for limited period by the way i love the app and i was using it from more tha 7 years,5
stupid ads do not wait to watch videos thats stupid update ppl with slow connection going to wait for buffering worse than slow download do not update this is last time i think of updating viber always adding useless features and ads,1
always like the design but the slowest upi application too please increase the transfer speed of the payments and fix the stuck payments issues also please add a feature to pin favourite people who we regularly share payments with,3
unable to recharge showing transaction failed i have been struggling to recharge from 2 hours and every moment it exhibits transaction failed,3
made my first real friend,5
i m not able to send msg to a particular person the msg is not sending to one person only i can call him and msgs are coming from the senders side please fix this,2
very excellent keep the good idea,5
can you guys fix the issue where long pressing on a picture on google images just highlights the related images text below it instead of giving image options,3
why i cant download chat gpt app its showing pending,5
everyone must try chatgpt its amazing,5
they deducted money and show chatgpt subscription i didnt do anything,1
i am facing a lot of problems lately my file manager shows that my storage is 80 full but when i open any file it shows that the file is empty i think you should solve this problem with an update please be quick,1
its been a pressure using this app,5
i really love this app it has really helped me a lot,5
great to have my only challenge now is going back to the previous regenerated responses when on a new one,3
this excellent application for studys purpose,5
the application seems quite good i have been using the application for 3 months everything else is fine but i want to give one opinion that the diagram feature should come as soon as possible thanks,4
first one to download this app and its awesome,5
it was very helpful but it was not for long story,5
havent used enough for a proper evaluation,3
i used its online google mode finding that so much useful i decided to switch to app its also find useful,5
it is an amazing beautiful and amazing app i suggest that the developer give the common users also the provision to use the new features but overall it is amazing,5
plz provide the feature to delete text messages in group for receiverdue to lack of this feature lots of messages in group its a becoming a heavy task to search for required text or filesthe feature iam requesting is like how whatsapp has the feature to delete unwanted messages in group,2
i had rated it 5stars but now after 6months i am having a totally different experience the download speed is really worstdont waste your time find a better one than this,3
conditional probability multiplication theorem on probability independent events total probability bayes theorem random variable and its probability distribution mean of random variable,5
the ui needs a bit tweaking i cant check notifications without settings something off unintentionally lately im not able to view certain videos as it requires custom codec and installing them can be a big hassle so if you guys could make the process more efficient,3
please reduce the number of ads in a video 35 is better but you guys seem to put all the ads in the world in one video and please add a skip button too maybe after 510 seconds thats why 3 stars or else i wouldve given you guys a 5,3
singularity is gonna be awesome,5
outstanding performance i impress with chat gpt it is very fast and intelligent and the majority of people use and this helps to do any kind of things and the motivate also who make ai like chatgpt i am proud of you because this in unbelievable and they are the many types of question and answer they give the plenty of knowledge they introduce that many thing and it help to do also in projet topics and because of the chat gpt it is very esier to do any types of thing it take very less time,5
real good privacy protection but would have been better if the password manager had option to import passwords from csv files,4
easy to use really useful especially with the voice function makes it extremely convenient when you have a series of prompts and questions,5
very useful of my college study thank you,5
you can make it better ie sign up problem,3
it can generate pictures very smart,5
great to have an app version on android,5
only suported open rar make it more please zip iso jar etc,3
i have been enjoying the chatgpt application but i have a suggestion to further improve the user experience it would be incredibly helpful to add a feature that allows users to pin or save chat history currently while conversing with the chatbot i find it challenging to revisit previous messages generated by the bot a feature to easily navigate back and see past interactions would greatly enhance the usability of the app,5
this app is perfect for searching it also allows you to save the tab and work on another without any problem,5
your airtel thanks app is not good as my jio app as it does not load properly when high speed data end so that i can not recharge my account i have to look for other data source to recharge my number or go to shop for that but if there is no option remain then what would i do so please do some magic to solve this issue jio has already done this miracle god bless you and show you some way,2
when i try and interact with another chatgbt like tuter me it say its not allowed,3
great application helps a lot,4
they always need to be upgraded in order to access everything very expensive,2
loved this app until it mandated permission to delete my files at their discretion,1
great handy app one minor issue in the side pane there are labels like yesterday last seven days and chat labels i have created both have a very similar font style as well as colour that makes it hard to distinguish which is which plz make the sorting labels smaller and more gray in color,3
absolutely golden ticket very big w,5
love it best thing out there hands down,5
usually i dont really review apps but this is worth praising for should have option of subtitles while casting,3
outstanding the people that disorganization conduct himself with the highest level of professionalism and professional demeanor you will know this because you dont have to ever speak to them everything operates perfectly,5
nice interface also needs more options,5
yoooo i am the 69 downloader,5
easier than other application to use best answers,5
not as featurerich as telegram but definitely more useful than whatsapp,4
literally my must to have on my phone i use it everyday is by far de most needed app,5
its a very good app for chatting bt there is only one problem and the problem is that its cant show activity status of that person who is talking to us,4
not as expected it to be may be upgrade can make it better,3
chatgpt app is a gamechanger as someone who values insightful conversations and helpful information this app has exceeded my expectations the aipowered chatgpt provides intelligent responses to my queries making it feel like im chatting with a knowledgeable friend whether i need quick answers or engaging discussions chatgpt delivers every time plus its userfriendly interface and seamless experience make it a musthave for anyone seeking knowledge on the go kudos to the developers,5
please fix your audio problem most of video cant support audio in mx player for which we have to use vlc media player and we cant also download aio zip extention so look into it,3
after latest update constantly getting error has occurred try back later fix it,2
add support to evey format of video and audio mx player is easy and so convenient vlc video player have support to many format but it is harder to use comparatively,3
you bring me wonderful things,4
user friendly you can make more if simple steps are organisedsequenced in a simple manner for example say switching on wifi for file transfer make it automatic after getting consent first time also have an option of delete directly or to dump in trash in that case many will opt for directly deleting in cases where again accessing trash makes a step extra time,4
nice browser but lacks some key features like pull to refresh wich is implemented in other browser if you need to click on the 3 dots then the refresh button its very slow and not intuitive since pull to refresh is like todays default mechanic for that,3
always having problems updating app aswell as google,2
i used to get a report of my transaction in my mail inbox but it is not consistent it is a hit and miss i get for some and miss for some,2
very good easy to use and way better than google my only problem is that sometimes it doesnt turn up relevant results or images to what i searched my i definitely recommend it,4
fair thats it but need a lot of improvement,4
helps me in every thing,5
i noticed on my tablet that the home screen is the same for portrait and landscape how come it is different for phones,3
a great application but its not like whatsapp i request you to provide this application a great feature like whatsapp when someone creates a group on whatsapp they have a lot of options multiple documents can be selected and sent together in the whatsapp group but bip only one document can be selected at a time and sent to the application we are glad that you have released a great application we request you to make more features and more options in this application t,5
may 20 2024 though my rating leaves room for upcoming improvements im very optimistic and enthusiastic about the future of this technology i expect it to result in a distinct improvement in the quality of life for millions over the next handful of years frankly in ways that we have yet to fathom,4
still waiting for voice assistance vision model if it is not going to come out soon i had made a big mistake on purchasing 4o,1
didnt work on my cell android,2
i had been using gpay for last 2 years but for the first time i decided to use zomato 60 off coupon code which i got 10 minutes before writing this to you i copy pasted the coupon code and zomato was showing me that your coupon has expired this shows that youre providing expired or used coupon to people please reply as fast as you can,1
i loved this app but am so disappointed to hear the director of the nsa is now on the board i will not ever trust this organization with access again deleting app,1
i prefer chatgpt mostly as it helps me in a lot of quiries but sometimes it can also give wrong answers,4
very very useful but when i talked about chat gpt to someone he listened to us and told me that i am dangerous only this phrase made me scared,5
this is an amazing appbut the only error in this app is advertisementswe want to see a ad free moviethe only request from us is please remove the ads,3
great app it would be more helpful to have an option to save conversations in the form of chat in order to refer later,3
im not able to login to ma chat gpt after it deleted from my phone by itself,1
many photos cant be opened together in this app we can we can only open one photo then to open another pic we need to go back and hence we need to open the multiple photos one by one,3
it has helped me alot in my business and school,5
iwish ilove more because i learned how the moon is farther than earth,5
wow what a incredible app ever i wish to give this app more than 5 stars,5
not so good at something perplexity sometimes give better but i like the clutter free ui,4
its fast but sometimes gives the wrong answer even if you specifies your question,3
i download a full movie but it deleted automatically and start downloading from first,1
please provide the older version of chatgpt that was something better which automatically detects if i can communicate with it like a friend it act like a friend if i want to communicate like a girlfriend then it act like a girlfriend but now it is not able to understand and simply calls you whatever you have called the ai which is funny disappointing and not good,3
i have purchased this app and i love the simple user interface however when i am not connected to internet the app gives me a prompt to purchase the app where as i have already the purchased the app please fix this as this app is useless if the device is offline only reason to give this app a 2 star is for my above issue or else the app is worth a 5 star,2
great app makes life so much easier on android the multi file rename functionality is very useful the only drawback i noticed is that deleting files is often very slow even deleting few small files less than 1mb in size each can take 34 seconds i experienced this countless times i run no intensive apps in the background when this happens,4
good app for every work its have small issueses like did t link in bank it is a good app,3
sd card free space value is not being updated after deletion of files it shows incorrect space there are two icons one for storage and other is sd card but when i tap on any of them it shows same statistics so why there are two icons it can play video file but asks how to open a jpg file android 71 lineageos 141,3
chat gpt is like a friend to meit cater all my needs and desires,4
will not disable news feed regardless of toggle setting in setup i thought i would give it a try but it is way too cluttered the adblock addition is a nice touch but i get that with my preferred samsung and brave browsers too,2
sometimes it seems a little bit slow when opening web pages also it seems that now im getting a lot of very intrusive ads one of my main gripes about chrome,3
uninstalled immediately there are zero settings to do anything and it doesnt play music files trash,1
it can answer any question no matter question is related to personal or professional life,5
very good ai but they show me their chatgpt plus ad so much and it cant show us pictures,3
worst appat first it had paytm option which was easier for money withdrawal now mx player has removed it and placed upi and bank account in place which is not easy for everyoneso people are quitting playing games on mx player,1
excellent browser microsoft has done very good job in competitive environment lot of efficient browsers are available in the market microsoft is now back in the league,5
one of the best app online payments in this app some times bank account receiver account are slowly but money safe in this app and while processing in this money 2 to 3 days credit our accounts finally am saying good online payments,3
it is not creating shortcut anymore,3
when i updated it become worsenow i cant even copy files or supporting otg,3
excellent app i am giving because it lacks the feature to block images on sitesit would be great if such an option could be added,4
over all this was the best app ive ever usedit can support all kind of videos and movies and all stuff but the problem ive given only 2 star is because of those annoying ads its very irritating when played a video then after finish the ads just pop in this is why the rating is down an appeal to the developers please fix this situation otherwise we have no choice but to uninstall it please try to understand this trouble and to remove a little bit of the advertisemnt in this app as possible,2
every time i check my balance it always shows unable to send smsi have main balance on my registered number and i have checked all the device settings of message now its really exhausting,2
this is the coolest thing ever,5
its a great app but it gives wrong calculations,3
chatgpt is an amazing app its super easy to use and the conversations feel so natural whether im looking for information brainstorming ideas or just having a casual chat chatgpt always comes through with helpful and friendly responses plus its great to know that my privacy is protected definitely a fivestar app,5
but it cant repeat the information which is possible when it searches from goggle,5
good only for some information,3
nice service but cant always trust poor in connecting to server more often must find any other way just for balance checking about scratch cards better not to scratch it time will be saved but since i mean it for payment worth 4,4
i would like to report the bug on my device which is the new update on effect in video call or group call isnt available i want you look into this matter thankyou,4
word of caution before installing this app on a phone after installing this app my phone started to have issues with the fingerprint sensor it only worked 40 of the time and on top of that battery consumptiin went up draining my phones battery half way into the day it swems the app is somehow running in the background i have it installed on my tablet and it still has battery consumption issues no fingerprint sensor on tablet,2
where is yandex ok thankyou why were they removed,1
good service and great bargains,4
most useful ai chatbot for me,5
nice for surfing just like any other browser that provides good results but one thing it has flash mode and inbuilt mouse it is good con some sites are lagging solve that problem as soon as possible,3
i hate that you cant turn off notifications for the new feature of being able to like or heart a message i do not need to be notified when someone likes my message and have hundreds of notifications pop up on my phone everyday but if i turn off notifications then it turns them all off and then i dont know when i get new messages which are important if you seperate likes from new message notifications i will upgrade my review to 5 stars as other than this i really love viber,1
i can make my particle with his help,5
its the best chatting app it contains many funny and cute emoticons which i cant get in any other chatting app its very smooth to use during 3 months i made 100 friends here and its really i really like it,5
i cant sign up i get stuck at the phone number code it says my number is a landline and wont continue its my cellphone i dont have a landline at all lol,3
i couldnt get my verification code on my no at all i tried alot but it got failed i received codes after its expired time even i have sent emails to help centre but still no respond for more than 2 days what is this,3
im unable to recharge using this app this is the first time im facing this problem i never faced this issue dont know what to do,3
its giving me a lot of problems like when i ask it a question it gives me an error signal i tried uninstalling and reinstalling it but it didnt work,1
excellent utility so far stable,5
i like it but its much better if it generates ai photos i will change the review if it generates ai photos,2
great app but i cant seen to load into the servers i am on and its frustrating me as i want to talk to people on these servers but it says theres a cloud fair issue,3
this ai help me lot to improve my studies thank you ai,5
easily the best app ive ever downloaded highly impressed i only have 1 concern at the moment and that is the fear of potentially losing a chat or chats getting too long for the ai to remember past details would love to see 1 a way to save chats permanently 2 a search function so that i can search for past information so that i can copy and paste it to refresh the ais memory for context that has fallen outside its context window,5
why is calling a phone number so difficult cannot paste a phone number and move to the beginning to add the country code starting with the county code and then pasting the number also doesnt work just make the number field a simple text box,1
as we embrace ai it provides a clearer answer that is unbiased and clearer than the advice that nearest and dearest that we have become distant from singular and singularity will prevail as we continually fail to be completely honest with ourselves,5
its a fantastic app i really liked the feature of voice chat i feel like im talking with a real person chatgpt is becoming my friend,5
useless appits not supporting mp4 videosso dont waist your data nd time,1
it should give users a ability to pin their maximum chats minimum 7 and maximum 15 chats so we users can get access to important chats whenever we want at the top,1
works quite well would be nice to be able to set as assistance app,4
good to go all the way,2
not able to give pictures and needed image and answers,2
its very efficient with the correct direct answers,4
inspite of having good internet connection it keeps on loading tried everything from clearing cache to clearing all data to update it to switch off and tum onagain but sadly nothing works edit 1 year since 622021 nothing got fixed till 2122021,1
daily used app no problems regular updates,5
solid utilizes drm which each time the application opens has to verify whether it is purchased unfortunately this means that everytime i use the application without internet like on an airplane its totally useless and jist defaults to the pay us money screen overall has been a poor purchase and id like to see the developer be more trusting of their users,2
i used telegram for long time but after the update i got the bug of that when we doing video call the another person video is not showing so plz fix the video call bug most of the members are have the video call bug when someone call the person video is not showing so plz fix the bug,1
pretty good can catch myself needing using it pretty often only thing that really needs work is the tone and voices,4
the future it will take over humanity but who cares i still love it,5
give a very nice knowledge about many topics in many words,5
9710 thinks of creative story ideas not so good at text based rpgs as it usually forgets something but overall great,5
nice app for study and information,4
very useful i loved it very very much,5
i kinda appreciate how the browser lets me surf the internet safely while keeping the annoyances out of the way theres one minor thing i noticed though in its blocking feature although the browser tells me that it has blocked this many stuff in numbers in the below details section it doesnt show all the blocked items im not sure if thats a bug or something else,5
the pc version gives me what i asked but this app wont,2
its really good aap im so thankful to this owner who create this application once again thanku,3
its okay but sometimes a bit annoying though,3
make the hide chat option so whatsapp will get five stars it just lacks the hide chat option the rest is nice whatsapp,3
does not understand ifo format cannot play dvd data,2
cant even log in it says to use updated google play but all my apps are up to date,1
its a nice app with nice features and i could give it all 5stars but i will like it more if a picture or image feature is added to it thank you,4
